12.13,-0.44,-2.54
12.7,-0.66,-2.53
12.32,-0.57,-2.56
12.44,-0.33,-2.56
12.41,-0.74,-2.67
12.82,-0.38,-2.58
12.46,-0.63,-2.77
12.18,-0.45,-2.42
12.49,-0.65,-2.74
12.5,-0.66,-2.46
12.57,-0.37,-2.82
12.16,-0.63,-2.61
12.36,-0.62,-2.62
12.62,-0.51,-2.68
12.61,-0.53,-2.77
12.5,-0.53,-2.68
12.43,-0.73,-2.58
12.77,-0.41,-3.04
12.31,-0.57,-2.77
12.1,-0.66,-2.76
12.71,-0.57,-2.65
12.77,-0.6,-2.83
12.2,-0.52,-2.75
12.28,-0.71,-2.7
12.52,-0.52,-2.7
12.58,-0.5,-2.83
12.37,-0.67,-2.81
12.62,-0.52,-2.77
12.51,-0.61,-2.97
12.13,-0.59,-2.74
12.12,-0.64,-2.87
12.59,-0.65,-2.83
12.63,-0.48,-2.93
11.99,-0.65,-2.79
12.16,-0.7,-2.8
12.52,-0.49,-2.91
12.33,-0.65,-2.77
12.19,-0.56,-2.85
12.62,-0.64,-2.81
12.29,-0.62,-2.86
12.08,-0.55,-2.7
12.39,-0.69,-2.96
12.52,-0.5,-2.86
12.36,-0.54,-2.86
12.06,-0.66,-2.82
12.54,-0.54,-2.9
12.61,-0.66,-2.97
11.77,-0.42,-2.73
12.38,-0.72,-2.76
12.77,-0.48,-2.73
12.99,-0.33,-2.97
12.43,-0.57,-2.73
12.84,-0.31,-2.74
13.11,-0.48,-3.04
12.75,-0.28,-2.9
12.48,-0.32,-2.71
12.78,-0.53,-2.57
12.9,-0.16,-3.08
12.33,-0.4,-2.85
12.46,-0.36,-2.76
12.77,-0.24,-2.75
13.01,-0.26,-2.85
12.57,-0.11,-2.75
12.68,-0.29,-2.7
12.77,-0.13,-2.87
12.57,-0.12,-2.88
12.74,-0.23,-2.89
12.88,-0.01,-2.69
12.61,-0.13,-2.69
12.14,-0.06,-3.03
12.57,-0.03,-2.84
12.9,0.01,-3
12.43,0.22,-2.69
12.36,-0.15,-2.83
12.96,0.12,-2.93
12.8,-0.04,-3.08
12.33,0.01,-2.84
12.49,0,-2.62
12.93,0.07,-3.03
12.47,0.14,-2.88
12.06,-0.22,-2.9
12.37,0.06,-2.82
12.67,-0.1,-2.82
12.38,0.11,-2.9
12.13,-0.01,-2.64
12.32,0.09,-2.94
12.51,0.06,-2.73
12.34,-0.02,-3.01
12.43,-0.26,-2.66
12.29,0.04,-2.7
11.91,-0.19,-2.74
11.94,-0.27,-2.79
12.4,-0.32,-2.9
12.57,-0.49,-2.89
11.95,-0.54,-2.66
12.19,-0.6,-2.61
12.48,-0.35,-2.85
12.13,-0.32,-2.65
11.99,-0.25,-2.78
12.48,-0.32,-2.95
12.31,-0.4,-2.82
12.01,-0.45,-2.77
12.27,-0.56,-2.74
12.39,-0.47,-2.95
12.22,-0.69,-2.67
11.92,-0.61,-2.74
12.43,-0.72,-2.96
12.21,-0.6,-2.84
11.98,-0.66,-2.73
12.35,-0.72,-2.8
12.35,-0.58,-2.98
12.08,-0.71,-2.86
12.32,-0.54,-2.63
12.26,-0.8,-2.93
11.77,-0.54,-2.91
12.15,-0.8,-2.84
12.16,-0.62,-2.75
12.06,-0.71,-2.54
11.93,-0.69,-2.73
12.94,-0.69,-2.94
12.48,-0.67,-2.76
11.94,-0.77,-2.94
12.37,-0.65,-2.81
12.92,-0.86,-2.9
12.24,-0.5,-2.88
12.61,-0.85,-2.72
12.79,-0.42,-2.97
12.44,-0.72,-2.76
12.64,-0.76,-2.71
12.62,-0.44,-3.03
12.45,-0.81,-2.85
12.29,-0.46,-2.73
12.66,-0.77,-2.86
12.5,-0.65,-2.85
12.54,-0.7,-2.71
12.62,-0.66,-3.07
11.97,-0.73,-2.72
11.9,-0.73,-2.77
13.08,-0.75,-3.07
12.35,-0.49,-2.75
12.09,-0.73,-2.69
12.54,-0.73,-3
12.38,-0.69,-2.67
11.74,-0.69,-2.75
12.11,-0.74,-3.12
12.09,-0.71,-2.91
12.28,-0.68,-2.74
12.62,-0.64,-3.13
11.97,-0.73,-2.73
12.37,-0.72,-2.5
12.83,-0.62,-2.97
12.34,-0.69,-2.93
12.33,-0.76,-2.67
12.66,-0.55,-2.81
12.43,-0.74,-2.89
12.22,-0.63,-2.48
12.81,-0.69,-2.73
12.34,-0.6,-2.67
12.19,-0.77,-2.71
12.79,-0.62,-2.98
12.45,-0.66,-2.92
12.59,-0.49,-2.99
12.15,-0.76,-2.92
12.11,-0.76,-2.86
12.4,-0.62,-2.91
12.26,-0.72,-2.65
12.3,-0.72,-2.63
13.05,-0.64,-3.37
12.38,-0.6,-2.87
11.9,-0.8,-2.6
12.44,-0.63,-2.63
12.29,-0.67,-2.87
12.26,-0.73,-2.75
12.38,-0.56,-3
12.23,-0.67,-3
12.52,-0.74,-3.12
12.35,-0.45,-2.65
12.38,-0.71,-3
12.46,-0.61,-3.05
12.35,-0.72,-2.94
12.08,-0.75,-2.63
12.54,-0.8,-3.01
12.06,-0.62,-2.69
12.65,-0.62,-2.85
12.79,-0.72,-2.95
12.1,-0.57,-2.98
12.63,-0.66,-3.09
12.52,-0.53,-2.85
11.92,-0.75,-2.82
12.61,-0.56,-2.9
12.23,-0.79,-2.64
12.23,-0.63,-2.79
12.35,-0.76,-2.55
12.26,-0.65,-3
12.74,-0.6,-3.2
12.17,-0.81,-3.04
12.13,-0.72,-2.46
12.7,-0.65,-3.15
12.1,-0.76,-2.7
12.56,-0.57,-3.07
12.49,-0.77,-2.59
12.01,-0.56,-2.92
12.47,-0.85,-3.04
12.2,-0.47,-3.16
12.1,-0.96,-2.8
12.38,-0.46,-2.93
12.31,-0.88,-2.74
12.57,-0.41,-3.09
12.61,-0.81,-2.66
11.85,-0.74,-2.68
12.32,-0.7,-3.14
12.26,-0.66,-2.82
12.69,-0.58,-3.21
12.25,-0.71,-2.81
12.42,-0.63,-2.96
12.89,-0.68,-2.8
12.27,-0.61,-2.89
12.62,-0.64,-2.78
12.16,-0.69,-2.72
11.7,-0.76,-2.76
12.29,-0.61,-2.92
12.46,-0.71,-3.11
12.79,-0.67,-3.28
12.13,-0.63,-3.06
12.07,-0.78,-2.48
12.4,-0.67,-2.81
12.11,-0.56,-2.99
12.51,-0.7,-3.25
12.28,-0.58,-2.84
11.91,-0.72,-2.83
12.15,-0.74,-3.01
11.95,-0.69,-3.07
12.42,-0.71,-3.39
12.05,-0.61,-2.98
12.3,-0.8,-3.25
12.03,-0.58,-2.58
12.09,-0.93,-2.89
12.31,-0.58,-2.65
12.03,-0.79,-2.75
12.37,-0.56,-2.87
12.46,-0.73,-2.99
12.2,-0.69,-2.81
12.21,-0.58,-2.64
12.2,-0.79,-2.66
12.56,-0.55,-2.96
12.43,-0.68,-3.03
12.85,-0.57,-2.97
12.36,-0.68,-2.83
12.09,-0.53,-2.87
12.6,-0.72,-2.91
12.47,-0.69,-2.92
12.82,-0.68,-2.92
12.62,-0.57,-3.12
12.64,-0.66,-3.03
12.04,-0.59,-2.8
12.44,-0.73,-2.62
12.87,-0.63,-2.62
12.61,-0.69,-2.58
12.45,-0.74,-3.1
12.46,-0.63,-2.84
12.88,-0.58,-2.89
12.66,-0.64,-2.64
12.8,-0.59,-2.68
12.58,-0.88,-2.6
12.24,-0.96,-2.74
12.41,-1.08,-2.94
11.99,-1.23,-2.72
12.33,-1,-3.11
12.17,-1.09,-3.09
12.49,-0.93,-3.22
11.97,-1.03,-2.67
12.6,-1.11,-2.83
12.24,-0.99,-2.85
12.48,-1.17,-2.73
12.59,-0.99,-2.89
12.43,-1.06,-2.62
12.27,-1.31,-2.78
12.45,-0.9,-2.79
12.52,-1.38,-2.87
12.58,-1.11,-2.79
12.21,-1.4,-2.76
12.14,-1.3,-2.75
12.3,-1.23,-3.09
12.28,-1.5,-2.76
12.25,-1.17,-2.86
12.31,-1.34,-3.19
12.52,-1.36,-2.97
12.63,-1.34,-2.8
12.51,-1.46,-2.65
12.4,-1.37,-2.84
12.23,-1.55,-2.66
12.46,-1.41,-2.86
12.52,-1.45,-2.79
12.69,-1.39,-2.81
12.73,-1.54,-2.54
12.21,-1.43,-3
12.47,-1.45,-3.1
12.35,-1.52,-2.88
12.17,-1.49,-2.85
12.53,-1.59,-2.74
12.57,-1.46,-2.93
12.41,-1.69,-2.62
12.2,-1.48,-3.18
12.41,-1.58,-3.02
12.45,-1.62,-2.75
12.73,-1.51,-2.9
12.48,-1.79,-2.52
12.47,-1.59,-2.62
12.43,-1.71,-2.77
12.14,-1.73,-2.75
12.85,-1.74,-2.93
12.24,-1.79,-2.79
12.45,-1.9,-2.78
12.71,-1.66,-2.97
12.78,-1.75,-2.75
12.46,-1.69,-3.02
12.71,-1.68,-2.71
12.46,-1.71,-2.55
12.59,-1.6,-2.84
12.72,-1.63,-2.8
12.4,-1.58,-2.72
12.13,-1.55,-2.82
12.49,-1.71,-3.04
12.37,-1.37,-2.89
12.36,-1.63,-2.99
12.28,-1.61,-2.81
12.53,-1.28,-2.93
12.46,-1.61,-2.94
12.43,-1.44,-2.84
12.5,-1.45,-2.68
12.7,-1.43,-2.78
12.51,-1.43,-2.93
12.3,-1.45,-2.86
12.49,-1.5,-2.76
12.6,-1.37,-2.9
12.54,-1.41,-2.91
12.32,-1.5,-2.74
12.5,-1.48,-2.68
12.48,-1.27,-2.92
12.49,-1.49,-2.94
12.37,-1.36,-2.88
12.3,-1.41,-2.79
12.43,-1.35,-2.83
12.6,-1.47,-2.95
12.3,-1.37,-2.97
12.4,-1.43,-2.96
12.44,-1.36,-2.95
12.44,-1.39,-2.9
12.43,-1.35,-2.89
12.38,-1.41,-2.91
12.45,-1.37,-2.78
12.55,-1.29,-2.8
12.41,-1.38,-2.87
12.44,-1.3,-2.77
12.49,-1.34,-2.86
12.51,-1.34,-2.9
12.38,-1.32,-2.97
12.37,-1.33,-2.82
12.48,-1.27,-2.95
12.42,-1.28,-2.82
12.44,-1.35,-2.97
12.41,-1.31,-2.89
12.36,-1.35,-2.94
12.33,-1.33,-2.84
12.47,-1.28,-2.87
12.44,-1.34,-2.79
12.46,-1.35,-2.9
12.41,-1.29,-2.81
12.35,-1.31,-2.86
12.4,-1.17,-2.88
12.51,-1.12,-2.9
12.5,-1.08,-2.89
12.42,-0.92,-2.86
12.35,-0.95,-2.85
12.52,-0.95,-2.89
12.52,-1.07,-2.91
12.39,-1.09,-2.77
12.49,-1.22,-2.87
12.54,-1.06,-2.86
12.44,-1.06,-2.83
12.43,-1.2,-2.79
12.37,-1.14,-2.88
12.45,-1.29,-2.95
12.41,-1.28,-2.84
12.44,-1.4,-2.86
12.45,-1.36,-2.89
12.43,-1.46,-2.81
12.5,-1.5,-2.88
12.46,-1.57,-2.81
12.52,-1.56,-2.9
12.48,-1.66,-2.83
12.45,-1.65,-2.87
12.43,-1.68,-2.88
12.44,-1.64,-2.89
12.43,-1.6,-2.87
12.45,-1.47,-2.87
12.28,-0.33,-2.89
12.48,-0.05,-2.93
12.57,-0.87,-2.9
12.22,-0.65,-2.83
12.27,-0.25,-2.9
12.83,-0.58,-2.84
12.29,-0.62,-2.84
12.4,-0.39,-2.83
12.41,-0.56,-2.91
12.42,-0.6,-2.87
12.41,-0.46,-2.86
12.39,-0.51,-2.89
12.45,-0.58,-2.88
12.41,-0.48,-2.89
12.4,-0.53,-2.87
12.42,-0.53,-2.86
12.43,-0.51,-2.86
12.45,-0.53,-2.86
12.39,-0.52,-2.88
12.37,-0.54,-2.91
12.36,-0.51,-2.83
12.43,-0.54,-2.89
12.48,-0.52,-2.85
12.38,-0.54,-2.87
12.43,-0.54,-2.86
12.36,-0.56,-2.81
12.4,-0.54,-2.86
12.48,-0.53,-2.87
12.43,-0.53,-2.83
12.39,-0.55,-2.82
12.43,-0.53,-2.87
12.43,-0.52,-2.81
12.42,-0.53,-2.81
12.46,-0.53,-2.83
12.41,-0.53,-2.83
12.38,-0.54,-2.84
12.41,-0.53,-2.86
12.47,-0.53,-2.86
12.43,-0.53,-2.84
12.41,-0.55,-2.87
12.4,-0.52,-2.84
12.42,-0.54,-2.87
12.37,-0.55,-2.89
12.41,-0.53,-2.9
12.44,-0.54,-2.87
12.4,-0.52,-2.84
12.39,-0.53,-2.87
12.44,-0.54,-2.84
12.4,-0.54,-2.8
12.43,-0.53,-2.87
12.41,-0.52,-2.85
12.39,-0.52,-2.86
12.4,-0.53,-2.89
12.41,-0.53,-2.86
12.44,-0.51,-2.87
12.39,-0.54,-2.87
12.4,-0.54,-2.86
12.42,-0.53,-2.87
12.4,-0.52,-2.85
12.4,-0.52,-2.92
12.42,-0.52,-2.88
12.35,-0.54,-2.86
12.45,-0.54,-2.84
12.38,-0.52,-2.86
12.4,-0.55,-2.87
12.42,-0.51,-2.84
12.41,-0.55,-2.84
12.39,-0.51,-2.87
12.43,-0.52,-2.87
12.42,-0.52,-2.9
12.41,-0.52,-2.85
12.38,-0.54,-2.88
12.41,-0.55,-2.9
12.4,-0.51,-2.89
12.41,-0.53,-2.89
12.42,-0.54,-2.87
12.36,-0.52,-2.85
12.41,-0.55,-2.84
12.42,-0.5,-2.87
12.41,-0.54,-2.85
12.41,-0.53,-2.86
12.45,-0.53,-2.84
12.41,-0.52,-2.88
12.43,-0.53,-2.91
12.39,-0.53,-2.85
12.39,-0.53,-2.87
12.31,-0.56,-2.9
12.43,-0.5,-2.89
12.41,-0.54,-2.86
12.4,-0.54,-2.86
12.41,-0.53,-2.88
12.46,-0.52,-2.85
12.4,-0.51,-2.88
12.39,-0.54,-2.87
12.39,-0.53,-2.87
12.44,-0.52,-2.89
12.44,-0.51,-2.88
12.38,-0.51,-2.86
12.46,-0.53,-2.86
12.38,-0.53,-2.88
12.36,-0.54,-2.85
12.43,-0.55,-2.88
12.42,-0.55,-2.89
12.48,-0.54,-2.88
12.31,-0.52,-2.88
12.34,-0.55,-2.87
12.43,-0.52,-2.85
12.43,-0.5,-2.86
12.4,-0.53,-2.88
12.41,-0.54,-2.87
12.4,-0.53,-2.89
12.41,-0.52,-2.91
12.43,-0.53,-2.82
12.39,-0.53,-2.85
12.4,-0.53,-2.86
12.42,-0.52,-2.87
12.42,-0.55,-2.89
12.4,-0.54,-2.86
12.4,-0.53,-2.85
12.41,-0.53,-2.86
12.42,-0.52,-2.85
12.43,-0.53,-2.88
12.42,-0.52,-2.85
12.4,-0.54,-2.87
12.42,-0.52,-2.86
12.38,-0.39,-2.86
12.4,-0.51,-2.86
12.42,-0.46,-2.88
12.39,-0.48,-2.88
12.31,-0.42,-2.86
12.41,-0.21,-2.87
12.36,0.02,-2.86
12.43,0.26,-2.87
12.32,0.38,-2.87
12.37,0.44,-2.88
12.38,0.4,-2.86
12.36,0.49,-2.86
12.35,0.52,-2.87
12.44,0.6,-2.87
12.38,0.63,-2.89
12.32,0.63,-2.88
12.37,0.64,-2.92
12.36,0.65,-2.92
12.4,0.63,-2.92
12.33,0.69,-2.87
12.34,0.63,-2.89
12.39,0.66,-2.89
12.33,0.63,-2.9
12.41,0.67,-2.84
12.4,0.7,-2.92
12.35,0.65,-2.88
12.41,0.67,-2.85
12.32,0.64,-2.94
12.35,0.65,-2.84
12.33,0.66,-2.93
12.4,0.67,-2.9
12.38,0.67,-2.82
12.31,0.64,-2.88
12.36,0.69,-2.87
12.44,0.68,-2.89
12.25,0.65,-2.91
12.32,0.66,-2.87
12.44,0.65,-2.95
12.38,0.69,-2.86
12.37,0.62,-2.94
12.32,0.74,-2.93
12.33,0.63,-2.84
12.42,0.67,-2.87
12.58,0.7,-2.8
12.41,0.69,-2.81
12.29,0.64,-2.94
12.34,0.64,-2.76
12.43,0.71,-2.92
12.3,0.59,-2.84
12.4,0.67,-2.96
12.3,0.72,-3.12
12.5,0.68,-2.87
12.43,0.62,-2.74
12.43,0.66,-2.84
12.1,0.66,-3.01
12.36,0.63,-2.9
12.47,0.69,-2.6
12.36,0.64,-2.91
12.32,0.64,-2.79
12.31,0.71,-2.85
12.48,0.53,-3.03
12.36,0.77,-3.05
12.32,0.69,-2.96
12.38,0.57,-2.91
12.24,0.73,-3.03
12.37,0.65,-3.02
12.3,0.52,-2.76
12.5,0.72,-3
12.53,0.65,-2.89
12.29,0.58,-2.75
12.14,0.55,-2.79
12.2,0.57,-2.93
12.62,0.49,-2.95
12.13,0.53,-2.96
12.62,0.57,-3.02
12.27,0.55,-2.89
12.24,0.47,-2.72
12.38,0.43,-2.94
12.34,0.5,-3.04
12.3,0.51,-2.92
12.17,0.4,-2.67
12.49,0.45,-2.92
12.49,0.39,-2.84
12.26,0.31,-2.94
12.44,0.46,-3.03
12.29,0.38,-2.92
12.32,0.39,-3.06
12.26,0.34,-2.86
12.31,0.42,-2.76
12.68,0.34,-2.98
12.39,0.46,-3.05
12.66,0.35,-2.91
12.29,0.34,-2.99
12.2,0.3,-2.49
12.13,0.29,-2.99
12.7,0.38,-2.92
12.11,0.27,-3.1
11.88,0.32,-2.61
12.35,0.2,-2.68
12.51,0.35,-2.88
12.21,0.16,-2.9
12.33,0.35,-2.55
12.72,0.19,-2.73
12.28,0.3,-2.78
11.91,0.2,-3.04
12.4,0.21,-2.6
12.46,0.32,-2.98
12.5,0.22,-2.77
11.99,0.28,-2.89
12.44,0.13,-2.81
12.13,0.35,-3.15
12.28,0.18,-2.75
12.57,0.13,-2.96
12.03,0.22,-2.91
12.64,0.15,-2.82
12.58,0.2,-2.88
12.55,0.19,-2.71
12.18,0.13,-2.89
12.05,0.17,-2.99
12.29,0.13,-2.71
12.43,0.14,-2.87
12.34,0.15,-2.77
11.99,0.16,-3.24
12.8,0.18,-2.75
12.27,0.14,-2.81
12.4,0.19,-2.83
12.42,0.15,-2.83
12.31,0.16,-3.05
12.59,0.12,-3.01
12.59,0.05,-2.78
12.27,0.11,-2.82
12.24,0.04,-2.83
12.39,0.08,-2.83
12.64,0.17,-2.98
12.45,0.08,-2.71
11.99,0.12,-2.59
12.09,-0.01,-2.81
12,0.26,-2.89
12.74,-0.03,-2.86
12.97,0.19,-2.68
12.17,-0.06,-3.06
12.21,0.13,-2.57
12.76,0.12,-2.59
12.65,0.14,-2.87
12.11,-0.04,-3.09
11.9,0.17,-2.93
12.29,-0.08,-2.86
12.28,0.08,-2.91
12.56,-0.02,-2.67
12.54,0.13,-3.02
12.34,0.1,-3.09
12.39,-0.01,-2.8
12.43,0.29,-3.31
11.94,-0.1,-2.43
11.58,0,-2.53
12.71,-0.24,-2.76
13.06,0.22,-2.79
12.18,0.1,-2.92
12.01,-0.05,-3.09
12.1,-0.01,-2.58
12.97,-0.3,-2.71
12.52,-0.18,-3.52
11.96,-0.28,-2.45
12.31,-0.33,-2.64
12.41,-0.07,-2.58
12.43,-0.41,-3.65
11.96,0.03,-3.19
12.29,-0.28,-2.92
12.56,-0.24,-2.55
12.64,-0.21,-2.79
12.25,-0.24,-2.67
12.41,-0.38,-2.77
12.14,-0.19,-2.73
12.5,-0.26,-3.14
12.13,-0.29,-3.46
12.27,-0.56,-2.66
12.29,-0.26,-2.66
12.31,-0.36,-2.95
12.35,-0.23,-3.5
12.22,-0.36,-3.05
12.24,-0.5,-2.76
12.43,-0.07,-2.91
12.62,-0.49,-2.89
12.24,-0.21,-2.82
12.99,-0.32,-2.95
12.7,-0.34,-3
12.77,-0.18,-2.76
12.38,-0.38,-2.42
12.55,-0.54,-2.62
12.76,-0.12,-2.9
12.66,-0.49,-2.67
12.31,-0.34,-2.72
12.06,-0.34,-2.69
12.27,-0.57,-2.7
12.45,-0.25,-2.86
12.57,-0.64,-3.16
12.16,-0.09,-2.92
