9.76,0.58,-1.38,
9.75,0.55,-1.39,
9.76,0.56,-1.41,
9.76,0.56,-1.40,
9.77,0.57,-1.39,
9.78,0.57,-1.41,
9.77,0.57,-1.39,
9.78,0.57,-1.43,
9.75,0.56,-1.40,
9.76,0.54,-1.37,
9.78,0.57,-1.39,
9.75,0.56,-1.40,
9.77,0.58,-1.39,
9.78,0.57,-1.41,
9.73,0.57,-1.41,
9.76,0.56,-1.39,
9.76,0.57,-1.38,
9.76,0.56,-1.39,
9.77,0.56,-1.40,
9.76,0.57,-1.39,
9.77,0.57,-1.37,
9.75,0.58,-1.41,
9.76,0.57,-1.41,
9.76,0.56,-1.38,
9.76,0.56,-1.39,
9.76,0.55,-1.41,
9.75,0.57,-1.37,
9.77,0.59,-1.37,
9.76,0.57,-1.39,
9.74,0.56,-1.38,
9.77,0.55,-1.38,
9.76,0.55,-1.39,
9.77,0.57,-1.38,
9.76,0.56,-1.40,
9.78,0.54,-1.40,
9.74,0.57,-1.41,
9.78,0.56,-1.41,
9.75,0.57,-1.38,
9.78,0.56,-1.39,
9.76,0.57,-1.41,
9.76,0.56,-1.39,
9.79,0.55,-1.40,
9.76,0.58,-1.38,
9.76,0.57,-1.38,
9.76,0.56,-1.40,
9.78,0.57,-1.41,
9.76,0.57,-1.38,
9.77,0.56,-1.37,
9.76,0.56,-1.39,
9.78,0.58,-1.43,
9.78,0.56,-1.40,
9.76,0.58,-1.39,
9.76,0.56,-1.40,
9.79,0.57,-1.41,
9.77,0.55,-1.41,
9.77,0.58,-1.35,
9.75,0.57,-1.43,
9.76,0.57,-1.40,
9.77,0.55,-1.38,
9.77,0.56,-1.41,
9.77,0.57,-1.40,
9.77,0.57,-1.41,
9.77,0.57,-1.38,
9.76,0.55,-1.37,
9.74,0.56,-1.39,
9.78,0.56,-1.41,
9.76,0.56,-1.43,
9.74,0.60,-1.40,
9.75,0.58,-1.38,
9.74,0.55,-1.42,
9.77,0.59,-1.37,
9.76,0.55,-1.39,
9.76,0.57,-1.38,
9.76,0.57,-1.39,
9.78,0.55,-1.40,
9.74,0.54,-1.40,
9.76,0.55,-1.36,
9.76,0.56,-1.39,
9.77,0.57,-1.38,
9.76,0.56,-1.40,
9.75,0.58,-1.39,
9.77,0.55,-1.41,
9.75,0.57,-1.40,
9.75,0.56,-1.40,
9.79,0.56,-1.39,
9.75,0.57,-1.39,
9.74,0.56,-1.35,
9.75,0.55,-1.40,
9.75,0.58,-1.38,
9.78,0.56,-1.37,
9.78,0.56,-1.40,
9.76,0.56,-1.41,
9.76,0.57,-1.38,
9.77,0.57,-1.41,
9.78,0.56,-1.43,
9.78,0.57,-1.39,
9.76,0.58,-1.39,
9.77,0.55,-1.42,
9.76,0.58,-1.38,
9.78,0.55,-1.40,
9.77,0.57,-1.42,
9.76,0.57,-1.37,
9.76,0.55,-1.38,
9.75,0.58,-1.39,
9.76,0.58,-1.41,
9.78,0.57,-1.41,
9.75,0.59,-1.41,
9.77,0.56,-1.39,
9.76,0.55,-1.38,
9.76,0.56,-1.41,
9.76,0.56,-1.36,
9.78,0.58,-1.37,
9.76,0.56,-1.37,
9.78,0.57,-1.36,
9.73,0.57,-1.41,
9.76,0.57,-1.38,
9.76,0.56,-1.40,
9.73,0.57,-1.40,
9.76,0.57,-1.40,
9.78,0.56,-1.39,
9.79,0.57,-1.40,
9.76,0.59,-1.39,
9.76,0.54,-1.40,
9.76,0.56,-1.40,
9.75,0.57,-1.38,
9.76,0.56,-1.41,
9.76,0.56,-1.39,
9.75,0.56,-1.38,
9.76,0.58,-1.39,
9.77,0.55,-1.42,
9.76,0.56,-1.38,
9.77,0.57,-1.42,
9.76,0.58,-1.41,
9.76,0.57,-1.35,
9.75,0.57,-1.39,
9.76,0.57,-1.39,
9.76,0.58,-1.40,
9.77,0.55,-1.40,
9.76,0.58,-1.37,
9.74,0.58,-1.40,
9.76,0.57,-1.39,
9.76,0.57,-1.42,
9.77,0.56,-1.40,
9.75,0.55,-1.38,
9.76,0.57,-1.39,
9.78,0.56,-1.39,
9.76,0.57,-1.41,
9.77,0.55,-1.40,
9.75,0.57,-1.41,
9.80,0.57,-1.38,
9.98,0.47,-1.38,
9.83,0.66,-1.50,
9.91,0.53,-1.32,
9.76,0.62,-1.45,
9.68,0.52,-1.35,
9.83,0.57,-1.41,
9.75,0.56,-1.36,
9.78,0.55,-1.40,
9.70,0.61,-1.40,
9.80,0.55,-1.35,
9.72,0.57,-1.43,
9.79,0.57,-1.37,
9.74,0.56,-1.39,
9.79,0.56,-1.40,
9.76,0.57,-1.38,
9.77,0.57,-1.40,
9.75,0.56,-1.41,
9.75,0.55,-1.37,
9.75,0.57,-1.37,
9.74,0.57,-1.39,
9.77,0.57,-1.39,
9.77,0.55,-1.39,
9.76,0.57,-1.38,
9.77,0.57,-1.39,
9.80,0.56,-1.41,
9.75,0.57,-1.39,
9.78,0.57,-1.40,
9.79,0.56,-1.41,
9.77,0.57,-1.39,
9.74,0.57,-1.38,
9.77,0.58,-1.37,
9.76,0.58,-1.39,
9.75,0.55,-1.38,
9.76,0.56,-1.42,
9.75,0.55,-1.42,
9.77,0.57,-1.39,
9.80,0.57,-1.39,
9.75,0.57,-1.41,
9.77,0.56,-1.36,
9.77,0.57,-1.38,
9.76,0.58,-1.40,
9.75,0.57,-1.40,
9.77,0.56,-1.38,
9.79,0.57,-1.39,
9.76,0.58,-1.37,
9.78,0.57,-1.38,
9.79,0.55,-1.39,
9.77,0.58,-1.41,
9.74,0.58,-1.40,
9.76,0.56,-1.41,
9.76,0.57,-1.39,
9.78,0.57,-1.41,
9.75,0.56,-1.39,
9.74,0.58,-1.39,
9.76,0.58,-1.41,
9.78,0.56,-1.41,
9.77,0.57,-1.41,
9.76,0.59,-1.36,
9.75,0.55,-1.41,
9.76,0.57,-1.40,
9.78,0.56,-1.37,
9.77,0.56,-1.40,
9.75,0.58,-1.40,
9.75,0.56,-1.36,
9.76,0.57,-1.39,
9.76,0.57,-1.39,
9.75,0.56,-1.38,
9.76,0.56,-1.39,
9.77,0.58,-1.39,
9.77,0.57,-1.42,
9.78,0.54,-1.38,
9.77,0.58,-1.39,
9.76,0.57,-1.39,
9.77,0.55,-1.39,
9.76,0.58,-1.35,
9.75,0.56,-1.40,
9.78,0.55,-1.42,
9.74,0.57,-1.37,
9.76,0.56,-1.41,
9.76,0.57,-1.40,
9.77,0.55,-1.38,
9.75,0.59,-1.42,
9.76,0.57,-1.41,
9.77,0.55,-1.39,
9.76,0.57,-1.38,
9.77,0.58,-1.40,
9.75,0.56,-1.38,
9.78,0.57,-1.38,
9.78,0.57,-1.41,
9.76,0.56,-1.40,
9.76,0.56,-1.39,
9.76,0.56,-1.41,
9.76,0.58,-1.39,
9.75,0.60,-1.38,
9.77,0.57,-1.39,
9.76,0.55,-1.36,
9.75,0.58,-1.36,
9.75,0.55,-1.39,
9.77,0.56,-1.38,
9.76,0.57,-1.40,
9.77,0.56,-1.41,
9.76,0.58,-1.37,
9.75,0.56,-1.38,
9.78,0.54,-1.41,
9.76,0.56,-1.38,
9.75,0.59,-1.36,
9.77,0.55,-1.39,
9.76,0.56,-1.40,
9.77,0.56,-1.43,
9.79,0.56,-1.36,
9.75,0.55,-1.38,
9.77,0.58,-1.39,
9.75,0.57,-1.39,
9.78,0.56,-1.40,
9.78,0.57,-1.39,
9.76,0.59,-1.40,
9.77,0.54,-1.37,
9.75,0.59,-1.40,
9.75,0.57,-1.38,
9.75,0.56,-1.37,
9.76,0.59,-1.41,
9.74,0.55,-1.39,
9.76,0.55,-1.38,
9.75,0.55,-1.42,
9.76,0.56,-1.39,
9.75,0.59,-1.41,
9.77,0.58,-1.38,
9.78,0.56,-1.42,
9.76,0.57,-1.37,
9.75,0.57,-1.38,
9.76,0.56,-1.40,
9.76,0.56,-1.40,
9.77,0.55,-1.37,
9.76,0.55,-1.39,
9.78,0.56,-1.40,
9.78,0.55,-1.40,
9.74,0.57,-1.39,
9.74,0.58,-1.38,
9.75,0.56,-1.39,
9.75,0.56,-1.39,
9.74,0.57,-1.43,
9.77,0.57,-1.39,
9.77,0.56,-1.41,
9.74,0.57,-1.39,
9.78,0.57,-1.39,
9.76,0.55,-1.40,
9.76,0.59,-1.41,
9.74,0.56,-1.37,
9.79,0.56,-1.41,
9.76,0.57,-1.37,
9.76,0.56,-1.39,
9.75,0.56,-1.41,
9.75,0.59,-1.38,
9.77,0.56,-1.39,
9.76,0.57,-1.39,
9.75,0.57,-1.37,
9.77,0.54,-1.40,
9.77,0.56,-1.41,
9.77,0.58,-1.38,
9.77,0.56,-1.40,
9.75,0.58,-1.40,
9.75,0.56,-1.40,
9.74,0.56,-1.37,
9.76,0.55,-1.41,
9.73,0.61,-1.42,
9.77,0.51,-1.35,
9.76,0.58,-1.43,
9.77,0.55,-1.38,
9.77,0.56,-1.40,
9.78,0.55,-1.41,
9.79,0.57,-1.36,
9.76,0.56,-1.41,
9.75,0.54,-1.39,
9.76,0.57,-1.38,
9.75,0.56,-1.39,
9.74,0.58,-1.39,
9.77,0.57,-1.38,
9.76,0.56,-1.39,
9.77,0.56,-1.38,
9.76,0.57,-1.38,
9.77,0.57,-1.42,
9.76,0.54,-1.41,
9.75,0.57,-1.34,
9.78,0.56,-1.38,
9.78,0.54,-1.42,
9.74,0.59,-1.40,
9.77,0.55,-1.37,
9.76,0.58,-1.40,
9.76,0.57,-1.39,
9.76,0.56,-1.38,
9.77,0.55,-1.38,
9.75,0.58,-1.38,
9.75,0.55,-1.38,
9.78,0.56,-1.39,
9.77,0.54,-1.37,
9.74,0.59,-1.39,
9.76,0.54,-1.38,
9.76,0.57,-1.39,
9.77,0.59,-1.43,
9.77,0.52,-1.40,
9.76,0.61,-1.41,
9.77,0.54,-1.38,
9.74,0.57,-1.38,
9.76,0.59,-1.41,
9.77,0.55,-1.42,
9.76,0.58,-1.39,
9.77,0.57,-1.39,
9.77,0.56,-1.41,
9.77,0.58,-1.37,
9.79,0.56,-1.38,
9.75,0.57,-1.41,
9.78,0.60,-1.38,
9.74,0.57,-1.41,
9.76,0.55,-1.39,
9.76,0.55,-1.35,
9.76,0.59,-1.39,
9.77,0.55,-1.39,
9.77,0.60,-1.41,
9.78,0.56,-1.37,
9.77,0.59,-1.40,
9.78,0.57,-1.40,
9.76,0.58,-1.37,
9.77,0.56,-1.39,
9.79,0.58,-1.39,
9.79,0.56,-1.38,
9.77,0.59,-1.36,
9.74,0.55,-1.41,
9.76,0.56,-1.40,
9.75,0.60,-1.35,
9.78,0.55,-1.43,
9.77,0.56,-1.38,
9.77,0.57,-1.35,
9.76,0.57,-1.38,
9.76,0.56,-1.39,
9.77,0.57,-1.38,
9.78,0.55,-1.41,
9.75,0.57,-1.40,
9.76,0.56,-1.39,
9.76,0.56,-1.42,
9.77,0.57,-1.38,
9.75,0.57,-1.38,
9.77,0.56,-1.42,
9.77,0.58,-1.38,
9.78,0.56,-1.39,
9.76,0.55,-1.38,
9.76,0.57,-1.36,
9.78,0.54,-1.39,
9.77,0.55,-1.40,
9.74,0.57,-1.40,
9.76,0.57,-1.41,
9.76,0.58,-1.40,
9.75,0.58,-1.37,
9.76,0.59,-1.41,
9.77,0.57,-1.38,
9.78,0.57,-1.40,
9.77,0.55,-1.37,
9.77,0.57,-1.39,
9.76,0.56,-1.41,
9.75,0.58,-1.39,
9.77,0.57,-1.41,
9.78,0.56,-1.40,
9.77,0.57,-1.39,
9.76,0.57,-1.40,
9.73,0.57,-1.40,
9.77,0.56,-1.39,
9.74,0.56,-1.39,
9.76,0.57,-1.39,
9.78,0.57,-1.37,
9.76,0.56,-1.39,
9.76,0.58,-1.39,
9.77,0.56,-1.38,
9.77,0.57,-1.39,
9.76,0.55,-1.42,
9.76,0.56,-1.43,
9.77,0.55,-1.41,
9.75,0.55,-1.37,
9.77,0.58,-1.37,
9.77,0.58,-1.39,
9.74,0.57,-1.39,
9.75,0.57,-1.41,
9.74,0.55,-1.41,
9.74,0.57,-1.38,
9.77,0.56,-1.39,
9.77,0.56,-1.38,
9.76,0.56,-1.37,
9.75,0.57,-1.39,
9.78,0.56,-1.39,
9.79,0.56,-1.41,
9.76,0.57,-1.38,
9.77,0.57,-1.38,
9.77,0.56,-1.40,
9.77,0.55,-1.37,
9.76,0.57,-1.41,
9.76,0.56,-1.39,
9.76,0.56,-1.39,
9.77,0.55,-1.38,
9.78,0.57,-1.37,
9.77,0.56,-1.37,
9.76,0.55,-1.40,
9.77,0.58,-1.39,
9.77,0.57,-1.40,
9.77,0.56,-1.41,
9.74,0.58,-1.39,
9.77,0.57,-1.37,
9.76,0.56,-1.38,
9.75,0.57,-1.40,
9.77,0.57,-1.38,
9.77,0.56,-1.41,
9.77,0.56,-1.41,
9.77,0.56,-1.38,
9.75,0.56,-1.39,
9.77,0.57,-1.35,
9.75,0.58,-1.43,
9.76,0.58,-1.38,
9.78,0.58,-1.41,
9.75,0.55,-1.40,
9.76,0.55,-1.38,
9.73,0.57,-1.39,
9.74,0.56,-1.41,
9.76,0.57,-1.39,
9.77,0.56,-1.38,
9.77,0.56,-1.42,
9.78,0.57,-1.40,
9.77,0.57,-1.39,
9.76,0.57,-1.39,
9.76,0.56,-1.41,
9.76,0.56,-1.37,
9.76,0.58,-1.36,
9.76,0.57,-1.39,
9.74,0.57,-1.40,
9.77,0.57,-1.38,
9.76,0.58,-1.39,
9.76,0.58,-1.38,
9.77,0.58,-1.38,
9.76,0.56,-1.40,
9.74,0.55,-1.39,
9.77,0.56,-1.38,
9.75,0.57,-1.41,
9.79,0.57,-1.43,
9.76,0.55,-1.39,
9.76,0.57,-1.40,
9.77,0.54,-1.41,
9.75,0.57,-1.39,
9.78,0.58,-1.41,
9.76,0.57,-1.39,
9.76,0.57,-1.38,
9.77,0.57,-1.40,
9.79,0.57,-1.39,
9.77,0.58,-1.39,
9.79,0.57,-1.38,
9.76,0.55,-1.40,
9.75,0.60,-1.38,
9.74,0.56,-1.40,
9.76,0.57,-1.37,
9.77,0.57,-1.37,
9.79,0.55,-1.43,
9.76,0.57,-1.40,
9.77,0.57,-1.38,
9.77,0.55,-1.40,
9.76,0.58,-1.38,
9.76,0.57,-1.41,
9.76,0.56,-1.39,
9.75,0.57,-1.41,
9.77,0.55,-1.40,
9.75,0.54,-1.42,
9.75,0.58,-1.39,
9.76,0.57,-1.38,
9.77,0.55,-1.41,
9.76,0.56,-1.38,
9.77,0.58,-1.37,
9.76,0.56,-1.39,
9.74,0.57,-1.40,
9.75,0.55,-1.40,
9.76,0.56,-1.39,
9.78,0.47,-1.86,
10.00,0.46,-1.20,
9.73,0.77,-1.25,
9.76,0.57,-1.19,
9.76,0.64,-1.44,
9.75,0.55,-1.38,
9.77,0.54,-1.53,
9.80,0.51,-1.47,
9.75,0.64,-1.26,
9.75,0.55,-1.48,
9.78,0.53,-1.42,
9.75,0.62,-1.33,
9.77,0.52,-1.44,
9.77,0.58,-1.42,
9.76,0.56,-1.35,
9.76,0.58,-1.41,
9.77,0.54,-1.41,
9.76,0.60,-1.37,
9.75,0.55,-1.40,
9.78,0.58,-1.42,
9.73,0.60,-1.38,
9.77,0.54,-1.41,
9.77,0.58,-1.42,
9.75,0.56,-1.33,
9.75,0.56,-1.40,
9.76,0.56,-1.38,
9.75,0.58,-1.41,
9.76,0.59,-1.39,
9.76,0.56,-1.38,
9.76,0.59,-1.40,
9.77,0.57,-1.43,
9.75,0.57,-1.40,
9.75,0.58,-1.38,
9.76,0.55,-1.38,
9.76,0.58,-1.41,
9.78,0.57,-1.40,
9.76,0.57,-1.39,
9.75,0.57,-1.38,
9.76,0.56,-1.36,
9.78,0.56,-1.42,
9.77,0.56,-1.38,
9.76,0.57,-1.41,
9.78,0.58,-1.39,
9.79,0.56,-1.38,
9.76,0.56,-1.41,
9.76,0.58,-1.37,
9.77,0.58,-1.38,
9.77,0.58,-1.36,
9.78,0.57,-1.38,
9.77,0.55,-1.42,
9.76,0.56,-1.40,
9.78,0.57,-1.38,
9.77,0.56,-1.39,
9.76,0.58,-1.42,
9.77,0.56,-1.39,
9.77,0.56,-1.42,
9.75,0.56,-1.38,
9.78,0.56,-1.39,
9.76,0.56,-1.39,
9.77,0.55,-1.41,
9.75,0.57,-1.37,
9.77,0.55,-1.39,
9.78,0.56,-1.39,
9.78,0.54,-1.39,
9.77,0.58,-1.39,
9.76,0.58,-1.39,
9.78,0.55,-1.39,
9.77,0.55,-1.39,
9.76,0.58,-1.38,
9.76,0.57,-1.40,
9.76,0.55,-1.38,
9.76,0.57,-1.38,
9.77,0.57,-1.41,
9.76,0.56,-1.41,
9.77,0.58,-1.43,
9.79,0.56,-1.40,
9.75,0.58,-1.38,
9.76,0.56,-1.41,
9.77,0.56,-1.40,
9.78,0.57,-1.39,
9.75,0.58,-1.39,
9.75,0.57,-1.37,
9.77,0.57,-1.34,
9.76,0.57,-1.38,
9.76,0.57,-1.40,
9.77,0.57,-1.41,
9.75,0.56,-1.39,
9.76,0.58,-1.44,
9.74,0.57,-1.37,
9.75,0.57,-1.36,
9.77,0.57,-1.41,
9.75,0.57,-1.38,
9.76,0.55,-1.40,
9.75,0.56,-1.41,
9.76,0.58,-1.37,
9.76,0.56,-1.37,
9.78,0.56,-1.41,
9.77,0.58,-1.40,
9.77,0.57,-1.39,
9.77,0.59,-1.36,
9.76,0.57,-1.41,
9.77,0.57,-1.39,
9.77,0.57,-1.38,
9.76,0.57,-1.39,
9.77,0.55,-1.40,
9.76,0.55,-1.41,
9.77,0.58,-1.39,
9.75,0.57,-1.41,
9.78,0.57,-1.37,
9.76,0.57,-1.38,
9.78,0.57,-1.41,
9.76,0.57,-1.42,
9.76,0.57,-1.41,
9.78,0.56,-1.43,
9.76,0.57,-1.39,
9.75,0.58,-1.39,
9.75,0.56,-1.39,
9.77,0.56,-1.39,
9.76,0.57,-1.39,
9.76,0.57,-1.40,
9.76,0.56,-1.40,
9.74,0.57,-1.38,
9.74,0.58,-1.39,
9.75,0.57,-1.39,
9.78,0.57,-1.37,
9.78,0.56,-1.37,
9.78,0.55,-1.37,
9.76,0.57,-1.38,
9.76,0.55,-1.39,
9.74,0.56,-1.40,
9.78,0.57,-1.39,
9.78,0.57,-1.39,
9.77,0.58,-1.40,
9.78,0.57,-1.40,
9.75,0.58,-1.40,
9.77,0.58,-1.39,
9.76,0.57,-1.42,
9.75,0.57,-1.37,
9.77,0.56,-1.38,
9.77,0.58,-1.39,
9.75,0.57,-1.39,
9.76,0.56,-1.40,
9.78,0.57,-1.39,
9.77,0.56,-1.40,
9.77,0.59,-1.36,
9.76,0.60,-1.40,
9.77,0.51,-1.43,
9.75,0.57,-1.38,
9.76,0.59,-1.37,
9.77,0.56,-1.37,
9.76,0.56,-1.43,
9.75,0.56,-1.38,
9.77,0.58,-1.40,
9.76,0.57,-1.39,
9.77,0.57,-1.41,
9.77,0.57,-1.40,
9.75,0.57,-1.36,
9.77,0.59,-1.40,
9.76,0.56,-1.43,
9.76,0.57,-1.38,
9.76,0.59,-1.39,
9.77,0.56,-1.42,
9.76,0.56,-1.43,
9.76,0.58,-1.37,
9.75,0.58,-1.34,
9.76,0.57,-1.40,
9.78,0.57,-1.37,
9.77,0.56,-1.40,
9.79,0.57,-1.38,
9.78,0.58,-1.41,
9.76,0.57,-1.40,
9.77,0.56,-1.40,
9.77,0.58,-1.39,
9.76,0.56,-1.41,
9.75,0.57,-1.37,
9.77,0.57,-1.39,
9.75,0.54,-1.41,
9.22,0.18,-2.15,
7.89,0.37,-1.57,
9.75,0.80,-1.19,
9.63,0.64,-1.22,
9.92,0.55,-1.51,
9.67,0.54,-1.49,
9.76,0.65,-1.24,
9.76,0.55,-1.46,
9.80,0.52,-1.42,
9.78,0.66,-1.30,
9.71,0.53,-1.41,
9.81,0.58,-1.44,
9.71,0.56,-1.36,
9.77,0.59,-1.44,
9.68,0.53,-1.41,
9.83,0.62,-1.38,
9.72,0.55,-1.40,
9.76,0.56,-1.41,
9.72,0.58,-1.39,
9.82,0.57,-1.42,
9.73,0.56,-1.40,
9.75,0.57,-1.39,
9.80,0.56,-1.39,
9.75,0.57,-1.40,
9.73,0.56,-1.40,
9.76,0.56,-1.37,
9.78,0.57,-1.41,
9.72,0.56,-1.40,
9.78,0.58,-1.39,
9.74,0.55,-1.41,
9.76,0.57,-1.39,
9.74,0.58,-1.39,
9.78,0.55,-1.40,
9.73,0.56,-1.42,
9.78,0.57,-1.39,
9.76,0.54,-1.40,
9.77,0.57,-1.42,
9.74,0.55,-1.39,
9.79,0.58,-1.40,
9.77,0.55,-1.39,
9.74,0.57,-1.36,
9.78,0.57,-1.38,
9.74,0.57,-1.40,
9.77,0.58,-1.40,
9.75,0.56,-1.41,
9.79,0.55,-1.42,
9.76,0.57,-1.41,
9.77,0.56,-1.36,
9.76,0.58,-1.38,
9.78,0.53,-1.41,
9.76,0.56,-1.39,
9.76,0.58,-1.39,
9.78,0.57,-1.41,
9.76,0.57,-1.41,
9.78,0.58,-1.38,
9.77,0.56,-1.44,
9.76,0.57,-1.39,
9.75,0.56,-1.41,
